Код	Дата	ОД, %	Возраст	Проживание	Срок проживания в регионе	Семейное положение	Образование	Стаж работы на последнем месте	Уровень должности	Кредитная история	Просрочки свыше 60 дн.	Тестовое множество
1534	04.05.2007	29	36	Муниципальное жилье	менее 1 года	Холост/Не замужем	среднее	менее 1 года	руководитель высшего звена	отрицательная	1	False
1535	04.05.2007	40	30	Собственник	от 1 до 5 лет	Другое	высшее	менее 1 года	сотрудник	нет данных	0	False
1536	04.05.2007	33	29	Собственник	свыше 5 лет	Другое	среднее специальное	от 1 года до 3 лет	руководитель среднего звена	нет данных	0	False
1537	04.05.2007	35	31	Собственник	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	руководитель среднего звена	положительная	0	False
1538	04.05.2007	32	42	Собственник	свыше 5 лет	Другое	среднее специальное	менее 1 года	сотрудник	нет данных	0	False
1539	05.05.2007	55	36	Муниципальное жилье	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	нет данных	0	False
1540	05.05.2007	41	33	Муниципальное жилье	менее 1 года	Другое	среднее специальное	менее 1 года	руководитель высшего звена	отрицательная	1	False
1541	05.05.2007	11	24	Муниципальное жилье	менее 1 года	Женат/замужем	среднее	менее 1 года	руководитель высшего звена	нет данных	0	True
1542	05.05.2007	40	45	Собственник	от 1 до 5 лет	Другое	высшее	свыше 3 лет	сотрудник	нет данных	0	False
1543	05.05.2007	45	24	Собственник	свыше 5 лет	Холост/Не замужем	высшее	менее 1 года	сотрудник	отрицательная	1	False
1544	05.05.2007	37	33	Собственник	свыше 5 лет	Холост/Не замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1545	05.05.2007	16	43	Собственник	от 1 до 5 лет	Женат/замужем	высшее	от 1 года до 3 лет	сотрудник	нет данных	0	False
1546	05.05.2007	40	33	Аренда	менее 1 года	Холост/Не замужем	среднее специальное	менее 1 года	сотрудник	нет данных	1	False
1547	05.05.2007	46	33	Аренда	свыше 5 лет	Женат/замужем	среднее	менее 1 года	сотрудник	нет данных	1	False
1548	05.05.2007	16	23	Собственник	менее 1 года	Холост/Не замужем	высшее	менее 1 года	сотрудник	положительная	0	False
1549	05.05.2007	38	44	Собственник	свыше 5 лет	Женат/замужем	высшее	свыше 3 лет	сотрудник	отрицательная	0	True
